"gloss","target_child_name","part_of_speech","target_child_sex"
"take a deep breath",NA,"v det:art adj n","male"
"we miss the first page",NA,"pro:sub v det:art adj n","female"
"yummy yeah",NA,"adj co","male"
"I couldn't fall asleep one night my mommy said that's quite alright",NA,"pro:sub mod v adv pro:indef n det:poss n v comp adv adj","female"
"the riders on the bus go bumpity bump",NA,"det:art n prep det:art n v adj n","male"
"just close your eyes and look for sheep",NA,"adj adj det:poss n coord v prep n","female"
"bumpity bump",NA,"adj n","male"
"yummy",NA,"adj","male"
"did you see the new cabinet William",NA,"mod pro:per v det:art adj n n:prop","male"
"but three little kittens have found their mittens and they began to cry",NA,"conj det:num adj n v v det:poss n coord pro:sub v inf v","female"
"that's right yummy",NA,"pro:dem adv adj","male"
"bumpity bump",NA,"adj n","male"
"but this is a hat we don't throw the hat right",NA,"conj pro:dem cop det:art n pro:sub mod v det:art n adj","male"
"the riders on the bus go bumpity bump",NA,"det:art n prep det:art n v adj n","male"
"I saw a very itchy cow",NA,"pro:sub v det:art adv adj n","female"
"uh this thing's a little frustrating today",NA,"det:dem n det:art adj n:gerund adv:tem","male"
"a cat too busy to meow",NA,"det:art n adv adj inf v","female"
"xxx what found your mittens you good little kittens now you shall have some pie",NA,"pro:int v det:poss n pro:per adj adj n adv pro:per mod v qn n","female"
"a hairy gorilla who tickly her toes",NA,"det:art adj n pro:rel adj det:poss n","female"
"big clock",NA,"adj n","female"
"I smell a rat close by",NA,"pro:sub v det:art n adj adv","female"
"aw okay",NA,"adj","male"
"where's Mommy's eyes",NA,"pro:int adj n","male"
"yeah I think I had it on his pants so he had easier access to it",NA,"co pro:sub v pro:sub v pro:per prep det:poss v conj pro:sub v adj n prep pro:per","male"
"they get to have that whole pie would you like to have some pie",NA,"pro:sub v inf v det:dem adj n mod pro:per v inf v qn n","female"
"I stretched and whispered boy this is fun",NA,"pro:sub v coord part n pro:dem cop adj","female"
"I think if it's up here he won't have easy access to it",NA,"pro:sub v comp pro:per prep n pro:sub mod v adj n prep pro:per","male"
"here's a big arch",NA,"pro:exist det:art adj n","female"
"that's a w that's right William",NA,"pro:dem det:art n:let pro:dem adj n:prop","male"
"not as easy access anyway",NA,"neg prep adj n adv","male"
"is that why you're being so wiry",NA,"cop comp pro:rel pro:per part adv adj","male"
"ooh he jumps like that high the dog",NA,"v pro:sub v prep pro:dem adj det:art n","female"
"I think we have it in piecemeal William because you ripped it apart",NA,"pro:sub v pro:sub aux pro:per adv adj n:prop conj pro:per v pro:per adv","male"
"silly goose on the loose",NA,"co n prep det:art adj","male"
"bumpity bump",NA,"adj n","male"
"very good",NA,"adv adj","male"
"yeah where's Mommy's nose",NA,"co pro:rel adj n","male"
"Saint Basil's cathedral",NA,"n:prop adj n","female"
"that's not okay okay",NA,"pro:dem neg adj adj","male"
"where's Mommy's nose",NA,"pro:int adj n","male"
"the riders on the bus go bumpity bump",NA,"det:art n prep det:art n v adj n","male"
"but who's that who's that little boy",NA,"conj pro:rel adv pro:rel det:dem adj n","male"
"bumpity bump",NA,"adj n","male"
"I don't know if I have the whole thing here",NA,"pro:sub mod v comp pro:sub v det:art adj n adv","male"
"and a fat hippo smiled",NA,"coord det:art adj n v","female"
"oh good job",NA,"co adj n","male"
"but where's Mommy's nose",NA,"conj pro:rel adj n","male"
"bumpity bump",NA,"adj n","male"
"oh is that the cut you got from grandma's house",NA,"co aux comp det:art n pro:per v prep adj n","female"
"the riders on the bus go bumpity bump",NA,"det:art n prep det:art n v adj n","male"
"look at that big building",NA,"v prep det:dem adj n","female"
"you gotta squeeze it quick xxx",NA,"pro:per mod v pro:per adj","male"
"yummy xxx ya gonna",NA,"adj pro:per part","male"
"oh gentle",NA,"co adj","male"
"byebye Daddy have a good day",NA,"co n:prop v det:art adj n","male"
"gentle",NA,"adj","male"
"at last I saw one it had wooly hair",NA,"prep n pro:sub v det:num pro:per v adj n","female"
"it'd be nice if I could",NA,"pro:per cop adj conj pro:sub mod","male"
"let's go see what we can do with this new",NA,"v v v pro:int pro:sub mod v prep det:dem adj","male"
"how about Doctor Seuss's",NA,"pro:int prep n:prop adj","male"
"where's Mommy's elbow",NA,"pro:int adj n","male"
"how about Doctor Seuss's a b c",NA,"pro:int prep n:prop adj n:let n:let n:let","male"
"my eyelids were heavy when there were four",NA,"det:poss cop adj conj adv cop det:num","female"
"I have different pictures of things",NA,"pro:sub v adj n prep n","female"
"who the little boy who's sleeping",NA,"pro:int det:art adj n pro:rel part","female"
"big buildings",NA,"adj n","female"
"or the sheep's mother",NA,"coord det:art adj n","female"
"Chloe's",NA,"adj","female"
"big rocks huh",NA,"adj n co","female"
"you know just by looking at the picture that's pretty good William",NA,"pro:per v adv prep n:gerund prep det:art n pro:dem adv adj n:prop","male"
"xxx I yawned a big yawn and counted to ten",NA,"pro:sub v det:art adj n coord v prep det:num","female"
"she's funny isn't she Chloe",NA,"pro:sub adj cop pro:sub n:prop","female"
"oh how I wish for a big kangaroo",NA,"co pro:int pro:sub v prep det:art adj n","female"
"is that a nice book",NA,"cop comp det:art adj n","female"
"okay yes I'm just making sure",NA,"co co pro:sub adv part adj","male"
"bumpity bump",NA,"adj n","male"
"A big a little a",NA,"n:prop adj n:let adj n:let","male"
"you doing the bumpity bump",NA,"pro:per part det:art adj n","male"
"open okay",NA,"adj adj","male"
"this one's spot's first picnic you said you didn't like right",NA,"pro:dem pro:indef cop adj adj n pro:per v pro:per mod co adj","female"
"should I go grab a different book from over there",NA,"mod pro:sub v v det:art adj n prep adv adv","female"
"big a little a what begins with a",NA,"adj n:let adj n:let pro:int v prep n:let","male"
"good job",NA,"adj n","male"
"aunt Annie's alligator",NA,"n adj n","male"
"this is not the whole book",NA,"pro:dem cop neg det:art adj n","male"
"that's right move on back",NA,"pro:dem adj n prep n","male"
"big b little b what begins with b",NA,"adj n:let adj n:let pro:int v prep n:let","male"
"it's not the whole book but y'know we can",NA,"pro:per neg det:art adj n conj pro:per v pro:sub mod","male"
"we haven't been able to find the d but there's a few more letters here",NA,"pro:sub aux cop adj inf v det:art n:let conj pro:exist det:art qn qn n adv","male"
"oh okay here it is don't worry",NA,"co adj adv pro:per cop mod v","male"
"good job",NA,"adj n","male"
"yes William Mommy's",NA,"co n:prop adj","male"
"oh so good William",NA,"co adv adj n:prop","male"
"that's very good how about o",NA,"pro:dem adv adj pro:rel adv n:let","male"
"it's empty",NA,"pro:per adj","male"
"big c little c",NA,"adj n:let adj n:let","male"
"mhm it is empty that's right",NA,"co pro:per cop adj pro:rel co","male"
"from yer little suitcase",NA,"prep det:poss adj n","male"
"big d little d",NA,"adj n:let adj n:let","male"
"very good William look you did the whole puzzle",NA,"adv adj n:prop v pro:per v det:art adj n","male"
"this is a great one",NA,"pro:dem cop det:art adj pro:indef","male"
"look at this big one",NA,"v prep det:dem adj pro:indef","female"
"good job",NA,"adj n","male"
"whadyou mean use it up on me there should be a whole box",NA,"pro:int mod pro:per adj n pro:per adv prep pro:obj adv mod cop det:art adj n","male"
"William just a minute please okay",NA,"n:prop adv det:art n co adj","male"
"hey big guys open yer eyes what do you say it's a brand new day",NA,"co adj n adj det:poss n pro:int mod pro:per v pro:per det:art adj adj n","male"
"that's little case of your",NA,"pro:dem adj n prep det:poss","male"
"okay well we're not gonna open it right this minute",NA,"co adv pro:sub neg part v pro:per adv det:dem adj","male"
"big f little f",NA,"adj n:let adj n:let","male"
"not right this minute my love",NA,"neg adj det:dem adj det:poss n","male"
"four fluffy feathers on a fifer feffer feff",NA,"det:num adj n prep det:art wplay wplay wplay","male"
"it's possible I suppose it's monday",NA,"pro:per adj pro:sub v pro:per n","male"
"they were making their own sign",NA,"pro:sub aux part det:poss adj n","female"
"we were just outside",NA,"pro:sub cop adj adj","male"
"I don't think sunday they would have a new one ya know what I mean",NA,"pro:sub mod v n pro:sub mod v det:art adj pro:indef pro:per v pro:int pro:sub v","male"
"we'll hafta find some batteries okay",NA,"pro:sub mod v qn n adj","male"
"ah my_goodness William very good work",NA,"co co n:prop adv adj n","male"
"shout out loud good morning sun happy morning everyone",NA,"v prep adj adj n n adj n pro:indef","male"
"hey little guys",NA,"co adj n","male"
"okay we ready for Mommy to go take her tubby",NA,"adj pro:sub v prep n:prop inf v v det:poss adj","female"
"big h little h",NA,"adj n:let adj n:let","male"
"Peter's chair",NA,"adj n","female"
"hungry horse hay",NA,"adj n n","male"
"big i little i i i i",NA,"adj n:let adj n:let n:let n:let n:let","male"
"Ichabod is itchy",NA,"n:prop cop adj","male"
"whoa that lion is heavy for that zebra",NA,"co pro:dem n cop adj prep det:dem n","female"
"this big building",NA,"det:dem adj n","female"
"what do you say it's a brand new day",NA,"pro:int mod pro:per v pro:per det:art adj adj n","male"
"big j little j what begins with j",NA,"adj n:let adj n:let pro:int v prep n:let","male"
"yummy Mommy and xxx are having lunch with William",NA,"adj n:prop coord aux part n prep n:prop","male"
"the moon's not out right now honey",NA,"det:art adj neg adv adv adv n","male"
"Jerry Jordan's jelly jar and jam begin that way",NA,"n:prop adj n n coord n v adv adv","male"
"nope the moon's not out right now",NA,"qn det:art adj neg adv adv adv","male"
"oh yes I know this is your favorite thing in the world",NA,"co co pro:sub v pro:dem cop det:poss adj n prep det:art n","male"
"puzzle okay",NA,"n adj","male"
"that's fine",NA,"pro:dem adj","male"
"oh good job",NA,"co adj n","male"
"big k little k kitten kangaroo",NA,"adj n:let adj n:let n n","male"
"that's a good boy that's good rocking",NA,"pro:dem det:art adj n pro:dem adj n:gerund","male"
"good job William",NA,"adj n n:prop","male"
"kick a kettle kite and a king's kerchoo",NA,"v det:art n n coord det:art adj co","male"
"big wall",NA,"adj n","female"
"are just the gates to get inside to the zoo and then this is the zoo inside of here",NA,"aux adv det:art n inf v adj prep det:art n coord adv:tem pro:dem cop det:art n adv prep adv","female"
"big l little l little Lola Lop",NA,"adj n:let adj n:let adj n:prop n:prop","male"
"big",NA,"adj","male"
"so they all live in here",NA,"adv pro:sub adv adj prep n","female"
"and then we gotta find more stuff for the yard sale after this okay",NA,"coord adv:tem pro:sub mod v qn n prep det:art n n prep det:dem adj","female"
"left leg lazy lion licks a lollipop",NA,"adj n adj n v det:art n","male"
"it's William's soy cheese isn't it",NA,"pro:per adj n n cop pro:per","male"
"that's big",NA,"pro:dem adj","male"
"Harold's circus",NA,"adj n","female"
"orange juice and cereal too",NA,"adj n coord n post","male"
"big m little m",NA,"adj n:let adj n:let","male"
"yer other great grandmother",NA,"det:poss qn adj n","male"
"he made sure the rope was drawn tight and straight so it wouldn't sway",NA,"pro:sub v adj det:art n aux part adv coord adj conj pro:per mod v","female"
"are making midnight music in the moonlight mighty nice",NA,"aux n:gerund n n prep det:art n adj adj","male"
"he skipped lightly across and finding it fun to be a tightrope walker high about the rest of the circus",NA,"pro:sub v adv adv coord part pro:per n inf cop det:art n adj prep det:art n prep det:art n","female"
"big n little n what begins with those",NA,"adj n:let adj n:let pro:int v prep pro:dem","male"
"go get dressed put on the clothes that you like best",NA,"v aux part v prep det:art n:pt comp pro:per v adj","male"
"nine new neckties and a nightshirt and a",NA,"det:num adj n coord det:art n coord det:art","male"
"he stayed upon the rope with the greatest of ease until he lost his balance",NA,"pro:sub v prep det:art n prep det:art adj prep n prep pro:sub v det:poss n","female"
"that's Daddy's mother",NA,"pro:dem adj n","male"
"it also is easy to fall off a tightrope",NA,"pro:per adv cop adj inf v prep det:art","female"
"that's right William",NA,"pro:dem adj n:prop","male"
"by a stroke of luck a comfortable looking curve appeared beneath him",NA,"prep det:art n prep n det:art adj part n v prep pro:obj","female"
"don't press it just push it over to the side",NA,"mod v pro:per adj v pro:per adv prep det:art n","female"
"and he landed on an elephant's trunk",NA,"coord pro:sub v prep det:art adj n","female"
"from side to side",NA,"prep n inf adj","female"
"quite a trick he thought as he rewarded the elephant with a big peanut",NA,"adv det:art n pro:sub v conj pro:sub v det:art n prep det:art adj n","female"
"William's artwork",NA,"adj","male"
"elephants are such tall animals",NA,"n cop qn adj n","female"
"are you very proud of your work William",NA,"cop pro:per adv adj prep det:poss n n:prop","male"
"Harold was still a long way from the ground",NA,"n:prop cop adv det:art adj n prep det:art n","female"
"you're thirsty huh",NA,"pro:per adj co","male"
"you're funny",NA,"pro:per adj","male"
"Dan's an easy one to say",NA,"adj det:art adj det:num inf v","male"
"so he swung down from the elephant's trunk to the neck of a smaller animal",NA,"co pro:sub part adv prep det:art adj n prep det:art n prep det:art adj n","female"
"o is very useful",NA,"n:let cop adv adj","male"
"you use it when you say Oscar's only ostrich oiled an orange owl today",NA,"pro:per v pro:per conj pro:per v adj qn n v det:art adj n adv:tem","male"
"he just put the whole puzzle together and he was bringing it to show you",NA,"pro:sub adv v det:art adj n adv coord pro:sub aux part pro:per inf v pro:per","male"
"I have your favorite book",NA,"pro:sub v det:poss adj n","male"
"xxx he's too small you're too small for basketball",NA,"pro:sub adv adj pro:per adv adj prep","male"
"it was a lovely circus horse beautifully trained and Harold easily put him into a brisk trot",NA,"pro:per cop det:art adj n n adv part coord n:prop adv v pro:obj prep det:art adj n","female"
"unless you play with someone tall",NA,"conj pro:per v prep pro:indef adj","male"
"Harold rode with no saddle in a splendid exhibition of circus riding",NA,"n:prop v prep qn n prep det:art adj n prep n part","female"
"because he's very proud of himself",NA,"conj pro:sub adv adj prep pro:refl","male"
"he's too big to use the swings you should go do big guy things",NA,"pro:sub adv adj inf v det:art n pro:per mod v v adj n n","male"
"at the finish of his bare back act he leapt gracefully from the horse",NA,"prep det:art v prep det:poss adj adj n pro:sub v adv prep det:art n","female"
"to his embarrassment he fell and turned a rather ridiculous somersault",NA,"prep det:poss n pro:sub v coord v det:art adv adj n","female"
"yeah it is a really nice book",NA,"co pro:per cop det:art adv adj n","male"
"Mommy's uncomfortable with you carrying that that way",NA,"adj adj prep pro:per part adv det:dem n","male"
"yummy how is that William",NA,"adj pro:rel cop comp n:prop","male"
"he quickly put on a clown's hat",NA,"pro:sub adv part prep det:art adj n","female"
"is it good",NA,"aux pro:per adj","male"
"painting pink pajamas policeman in a pail",NA,"part adj n prep det:art n","male"
"he put a clown's smile on his face and he acted silly like a clown",NA,"pro:sub v det:art adj n prep det:poss n coord pro:sub part co prep det:art n","female"
"Peter Pepper's puppy and now Papa's in the pail",NA,"n:prop adj n coord adv n:prop cop prep det:art n","male"
"it's so pretty",NA,"pro:per adv adj","male"
"this one's a big waterfall",NA,"pro:dem adj det:art adj n","female"
"I would be happy to help",NA,"pro:sub mod cop adj inf co","male"
"big q little q what begins with q",NA,"adj n:let adj n:let pro:int v prep n:let","male"
"the quick queen of Quincy and her quacking quackeroo",NA,"det:art adj n prep n:prop coord det:poss part n","male"
"the real clown was extremely funny",NA,"det:art adj n cop adv adj","female"
"the runaway bunny",NA,"det:art adj n","male"
"big r little r Rosy Robin Ross",NA,"adj n:let adj n:let n:prop n:prop n:prop","male"
"this Harold told himself probably was the best circus he had ever seen in his life",NA,"pro:dem n:prop v pro:refl adv cop det:art adj n pro:sub v adv part prep det:poss n","female"
"what're you doing silly goose on the loose",NA,"pro:int aux pro:per part adj n prep det:art adj","male"
"Rosy's going riding on her red rhinoceros",NA,"n:prop aux part part prep det:poss adj n","male"
"breakfast is cooking there's the sun hey wake up the day's begun",NA,"n aux part pro:exist det:art n co v adv det:art adj part","male"
"like all circuses it had a fat lady",NA,"prep qn n pro:per v det:art adj n","female"
"orange orange pumpkins",NA,"adj n n","male"
"big s little s",NA,"adj n:let adj n:let","male"
"hold on maybe I can find a shorter",NA,"v adv adv pro:sub mod v det:art adj","male"
"and of course there was a very tall man",NA,"coord prep n adv cop det:art adv adj n","female"
"aunt Annie's alligator",NA,"n adj n","male"
"sipped six sodas and got sick sick sick",NA,"part det:num n coord v adj adj adj","male"
"he was really astoundingly tall",NA,"pro:sub cop adv adv adj","female"
"it's very pretty it's very nice",NA,"pro:per adv adj pro:per adv adj","male"
"actually it's his sister Sarah's",NA,"adv pro:per det:poss n adj","male"
"and next to him was a very small man",NA,"coord adv prep pro:obj cop det:art adv adj n","female"
"ah this one looks shorter this one'll be better",NA,"co det:dem pro:indef cop adj det:dem pro:indef mod cop adj","male"
"yeah you're welcome",NA,"co pro:per adj","male"
"William you're just gonna hafta be a little patient",NA,"n:prop pro:per adv part mod cop det:art adj n","male"
"big u little u what begins with u",NA,"adj n:let adj n:let pro:int v prep n:let","male"
"he had a great tank of lemonade",NA,"pro:sub v det:art adj n prep n","female"
"Mommy's not finished with the",NA,"adj neg part prep det:art","male"
"did you have a good day at school",NA,"mod pro:per v det:art adj n prep n","male"
"big V little v",NA,"adj n:prop adj n:let","male"
"I'm a little cuckoo",NA,"pro:sub det:art adj n","male"
"Vera Violet Vin is very very very awful",NA,"n:prop n:prop n:prop cop adv adv adv adj","male"
"here's a big bridge",NA,"pro:exist det:art adj n","female"
"because the couch has same xxx felt",NA,"conj det:art n aux adj n","female"
"though the cannon was nearly ready",NA,"adv det:art n cop adv adj","female"
"pretty cool huh",NA,"adv adj co","female"
"Uncle Jay yeah this is Uncle Jay yeah very good",NA,"n:prop n:prop co pro:dem cop n:prop n:prop co adv adj","male"
"that's right William's that's yours",NA,"pro:dem adv adj pro:rel pro:poss","male"
"you sit here I know you love to color and I'm very happy about that and I'm",NA,"pro:per v adv pro:sub v pro:per v prep n coord pro:sub adv adj prep det:dem coord pro:sub","male"
"he went up fast he sailed to the top of the circus where the trapezes are",NA,"pro:sub v adv adj pro:sub v prep det:art n prep det:art n pro:rel det:art n cop","female"
"what does that sound like",NA,"pro:int mod adv adj prep","male"
"happy to let you color",NA,"adj inf v pro:per v","male"
"blue",NA,"adj","male"
"would it be possible for you to go to Starbucks and get me a chai",NA,"mod pro:per cop adj prep pro:per inf v prep n:prop coord v pro:obj det:art n","male"
"this one's fun William",NA,"det:dem adj n n:prop","male"
"I know C's",NA,"pro:sub v adj","male"
"he flung far out on it",NA,"pro:sub v adj adv prep pro:per","female"
"how about five little ducks",NA,"pro:int adv det:num adj n","male"
"he was sure the elephant would be there to catch him again",NA,"pro:sub cop adj det:art n mod cop adv inf v pro:obj adv","female"
"I'm glad for that",NA,"pro:sub adj prep pro:dem","male"
"how about x is very useful",NA,"pro:int adv n:let cop adv adj","male"
"this was no elephant's trunk",NA,"pro:dem cop qn adj n","female"
"how about five little ducks",NA,"pro:int adv det:num adj n","male"
"if your name is Nixi Knox it also comes in handy spelling axe and extra fox",NA,"comp det:poss n cop n:prop n:prop pro:per adv v adv adj n:gerund n coord adj n","male"
"five little ducks went out one day over the hills and far away",NA,"det:num adj n v adv det:num n prep det:art n coord adv adv","male"
"that's interesting",NA,"pro:dem adj","male"
"but only four little ducks came back",NA,"conj qn det:num adj n v adv","male"
"that's fine",NA,"pro:dem adj","male"
"I think that's a good idea",NA,"pro:sub v pro:dem det:art adj n","male"
"xxx with nothing but a lion tamer's chair",NA,"prep pro:indef conj det:art n adj n","female"
"a straight one here",NA,"det:art adj det:num adv","male"
"then like the bravest of lion tamers he faced the lion",NA,"adv:tem prep det:art adj prep n n pro:sub v det:art n","female"
"with no thought of fear he put his face right in the lion's mouth",NA,"prep qn v prep n pro:sub v det:poss n adv prep det:art adj n","female"
"xxx it says find a fish that's different from the other ones",NA,"pro:per v v det:art n pro:rel adj prep det:art qn pro:indef","female"
"good job William",NA,"adj n n:prop","male"
"after he took his head out of the lion's mouth it occurred to him that lions had big teeth",NA,"conj pro:sub v det:poss n adv prep det:art adj n pro:per v prep pro:obj det:dem n v adj n","female"
"oh that's a very good job",NA,"co pro:dem det:art adv adj n","male"
"I'll getcha some banana in a little while okay",NA,"pro:sub aux pro:per qn n prep det:art adj n adj","male"
"and it'll be fine",NA,"coord pro:per cop adj","male"
"oh I'm sorry",NA,"co pro:sub adj","male"
"but his own feelings didn't matter Harold had told himself",NA,"conj det:poss adj n:gerund mod v n:prop aux part pro:refl","female"
"low low low",NA,"adj adj n","male"
"and you can do the next one",NA,"coord pro:per mod v det:art adj pro:indef","male"
"but we'll get some in a little while",NA,"conj pro:sub v qn prep det:art adj n","male"
"the important thing at a circus is to make the audience happy",NA,"det:art adj n prep det:art n cop inf v det:art n adj","female"
"hold one one second lemme see can I use this",NA,"n det:num det:num adj v pro:obj co mod pro:sub v pro:dem","male"
"I think I have a hungry little boy that's what I think",NA,"pro:sub v pro:sub v det:art adj adj n pro:dem pro:int pro:sub v","male"
"naturally making so many people happy made Harold happy",NA,"adv part adv qn n adj v n:prop adj","female"
"good job",NA,"adj n","male"
"the itsy bitsy spider climbed up the water spout",NA,"det:art adj adj n v prep det:art n n","male"
"he says you're welcome",NA,"pro:sub v pro:per adj","male"
"you're doing a good job",NA,"pro:per part det:art adj n","male"
"very good William",NA,"adv adj n:prop","male"
"yummy",NA,"adj","male"
"hold it flat down so she can look too",NA,"v pro:per adj n conj pro:sub mod v adv","female"
"is mommy taking over is that not nice",NA,"cop n part adv aux adv neg adj","male"
"and the itsy bitsy spider climbed up the spout again",NA,"coord det:art adj adj n v prep det:art n adv","male"
"if you're happy and ya know it clap yer hands",NA,"conj pro:per adj coord pro:per v pro:per v det:poss n","male"
"it says find the fish that's different from the other one's",NA,"pro:per v v det:art n pro:rel adj prep det:art qn adj","female"
"her own bees wax",NA,"det:poss adj n n","male"
"if you're happy and ya know it clap yer hands",NA,"conj pro:per adj coord pro:per v pro:per v det:poss n","male"
"good",NA,"adj","male"
"which fish is different from the others",NA,"pro:rel n cop adj prep det:art n:pt","female"
"oh you said you're welcome",NA,"co pro:per v pro:per adj","male"
"uhhuh okay",NA,"co adj","male"
"it's hard to tell because there's",NA,"pro:per adj inf v conj pro:exist","female"
"there's your caboose that's right very good William",NA,"pro:exist det:poss n pro:dem adv adv adj n:prop","male"
"we wouldn't be able to leave until nine thirty or so",NA,"pro:sub mod cop adj inf v prep det:num det:num coord adv","male"
"where's Maisy's panda",NA,"pro:int adj n","male"
"where is Maisy's panda",NA,"pro:int cop adj n","male"
"tell Mommy where's Maisy's panda",NA,"v n:prop pro:rel adj n","male"
"big clock",NA,"adj n","female"
"no I don't feel like putting the plastic thing out let's go on the table",NA,"co pro:sub mod v prep n:gerund det:art adj n adv v v prep det:art n","male"
"no honey you can't move that it's there for Katie to go in okay",NA,"qn n pro:per mod v comp pro:per adv prep n:prop inf v prep adj","male"
"that's Katie's stroller",NA,"pro:dem adj n","male"
"we can go through it that's fine",NA,"pro:sub mod v adv pro:per pro:dem adj","male"
"big clock",NA,"adj n","female"
"and look what he has on his fin he doesn't have those three little marks on his fin like all the other ones do",NA,"coord v pro:int pro:sub aux adv det:poss n pro:sub mod v det:dem det:num adj n prep det:poss n prep adv det:art qn det:num v","female"
"wanna do the ducks first",NA,"v v det:art n adj","male"
"five little ducks",NA,"det:num adj n","male"
"five little ducks went out one day",NA,"det:num adj n v prep det:num n","male"
"hungry horse hay",NA,"adj n n","male"
"very good",NA,"adv adj","male"
"but only four little ducks came back",NA,"conj qn det:num adj n v adv","male"
"Ichabod is itchy",NA,"n:prop cop adj","male"
"four little ducks went out one day",NA,"det:num adj n v prep det:num n","male"
"it would be nice",NA,"pro:per mod cop adj","male"
"since the table's already dirty",NA,"conj det:art n adv adj","male"
"Jerry Jordan's jelly jar and jam begin that way",NA,"n:prop adj n n coord n v adv adv","male"
"well this side's a little tough it says find the words hidden in here",NA,"co det:dem n det:art adj adj pro:per v v det:art n part prep n","female"
"but only three little ducks came back",NA,"conj qn det:num adj n v adv","male"
"uh no that's okay",NA,"qn pro:dem adj","male"
"well you don't know that you're allergic to that",NA,"co pro:per mod v comp pro:per adj inf adv","male"
"three little ducks went out one day",NA,"det:num adj n v prep det:num n","male"
"great",NA,"adj","male"
"kick a kettle kite and the king's kerchoo",NA,"v det:art n n coord det:art adj co","male"
"I guess I'll do cash and sign on the back would that be the best thing",NA,"pro:sub v pro:sub v n coord n prep det:art adj mod pro:dem cop det:art adj n","male"
"great I look forward to it",NA,"adj pro:sub v adv prep pro:per","male"
"the train's gonna go around the little circle cause see I moved this",NA,"det:art n part v prep det:art adj n conj v pro:sub part det:dem","male"
"yes but only two little ducks came back",NA,"co conj qn det:num adj n v adv","male"
"two little ducks went out one day",NA,"det:num adj n v prep det:num n","male"
"mm little attitude",NA,"co adj n","male"
"whoop to there and it goes around wee ooh",NA,"n prep n coord pro:per v adv adj v","male"
"one is good for a quiet walk",NA,"pro:indef cop adj prep det:art adj n","male"
"two is right for a quiet talk",NA,"det:num cop adv prep det:art adj n","male"
"but only one little duck came back",NA,"conj adv pro:indef adj n v adv","male"
"three is nice for having tea",NA,"det:num cop adj prep n:gerund n","male"
"yeah we'll see Duke in a little while",NA,"co pro:sub v n:prop prep det:art adj n","male"
"red blue and yellow",NA,"adj n coord n","male"
"one little duck went out one day",NA,"det:num adj n v prep det:num n","male"
"oh I'm sorry it's your train you do it how you like",NA,"co pro:sub adj pro:per det:poss n pro:per v pro:per pro:int pro:per conj","male"
"bumpity bump",NA,"adj n","male"
"little Lola Lop",NA,"adj n:prop n:prop","male"
"so the little duck went out in the rain",NA,"co det:art adj n v adv prep det:art n","male"
"bumpity bump",NA,"adj n","male"
"left leg",NA,"adj n","male"
"is there an a near it",NA,"cop adv det:art det:art adj pro:per","female"
"lazy lion licks a lollipop",NA,"adj n v det:art n","male"
"Mommy's gonna draw something I want you to tell me what it is",NA,"adj part v pro:indef pro:sub v pro:per inf v pro:obj pro:int pro:per cop","male"
"six is fun for running a race except for the one who gets sixth place",NA,"det:num cop adj prep n:gerund det:art n prep prep det:art pro:indef pro:rel v adj n","male"
"but none of the five little ducks came back",NA,"conj pro:indef prep det:art det:num adj n v adv","male"
"is there an a near it",NA,"cop adv det:art det:art adj pro:per","female"
"seven is perfect for a play",NA,"det:num cop adj prep det:art n","male"
"and see the leaves are orange and yellow so it's the fall",NA,"coord v det:art n cop adj coord n adv pro:per det:art v","male"
"I'm not a very good artist William",NA,"pro:sub neg det:art adv adj n n:prop","male"
"eight makes a very fine class in ballet",NA,"det:num v det:art adv adj n prep n","male"
"mighty nice",NA,"adj adj","male"
"you need nine players strong and quick to field a team for piggly_stick",NA,"pro:per v det:num n adj coord adj inf v det:art n prep wplay","male"
"is there an a near it",NA,"cop adv det:art det:art adj pro:per","female"
"ten makes a celebration loud loud loud",NA,"det:num v det:art n adj adj adj","male"
"light again",NA,"adj adv","female"
"and one is wonderful after a crowd",NA,"coord pro:indef cop adj prep det:art n","male"
"sad mother duck went out one day",NA,"adj n n v prep det:num n","male"
"nine new neckties and a nightshirt and a nose",NA,"det:num adj n coord det:art n coord det:art n","male"
"it is green that's right",NA,"pro:per cop adj pro:rel co","male"
"o is very useful",NA,"n:let cop adv adj","male"
"you're right where the track needs to go",NA,"pro:per adj pro:rel det:art n v inf v","male"
"you use it when you say Oscar's only ostrich oiled an orange owl today",NA,"pro:per v pro:per conj pro:per v n:prop qn n v det:art adj n adv:tem","male"
"and all of the five little ducks came back",NA,"coord pro:indef prep det:art det:num adj n v adv","male"
"it's tricky because it can go like diagonally and up and down",NA,"pro:per adj conj pro:per mod v prep adv coord adv coord adv","female"
"I know you wanna just stare at that book you love that book",NA,"pro:sub v pro:per v adj n prep det:dem n pro:per v det:dem n","male"
"wanna do pajama",NA,"v v adj","male"
"what is he pointing to what is this little baby pointing to",NA,"pro:int cop pro:sub part prep pro:int cop det:dem adj n part prep","male"
"through the country on the loose",NA,"prep det:art n prep det:art adj","male"
"xxx you hafta put it in the middle see this is tricky",NA,"pro:per mod v pro:per prep det:art n co det:dem cop adj","male"
"painting pink pajamas",NA,"part adj n","male"
"yes pajama time",NA,"co adj n","male"
"Peter Pepper's puppy and now Papa's in the pail",NA,"n:prop adj n coord adv n:prop cop prep det:art n","male"
"it actually goes in reverse as well",NA,"pro:per adv v adv adj adv adv","male"
